	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa	Total
OG0005842	1	1	0	1	3	0	0	0	0	6
OG0005843	1	1	0	1	3	0	0	0	0	6
OG0005844	1	1	0	3	1	0	0	0	0	6
OG0005845	1	1	0	1	1	1	1	0	0	6
OG0005846	1	1	0	2	1	1	0	0	0	6
OG0005847	1	1	0	1	1	1	1	0	0	6
OG0005848	1	1	1	1	0	0	0	1	1	6
OG0005849	1	1	0	2	1	1	0	0	0	6
OG0005850	1	1	0	2	1	1	0	0	0	6
OG0005851	1	1	0	1	1	1	0	0	1	6
OG0005852	1	1	0	2	1	1	0	0	0	6
OG0005853	1	1	0	2	1	1	0	0	0	6
OG0005854	1	1	0	1	1	1	1	0	0	6
OG0005855	1	1	0	2	0	1	0	1	0	6
OG0005856	1	1	0	2	1	1	0	0	0	6
OG0005857	1	1	0	4	0	0	0	0	0	6
OG0005858	1	1	0	1	3	0	0	0	0	6
OG0005859	1	1	0	1	2	1	0	0	0	6
OG0005860	1	1	1	2	1	0	0	0	0	6
OG0005861	1	1	0	1	2	1	0	0	0	6
OG0005862	1	1	0	3	1	0	0	0	0	6
OG0005863	1	0	0	5	0	0	0	0	0	6
OG0005864	1	1	0	1	3	0	0	0	0	6
OG0005865	1	1	0	4	0	0	0	0	0	6
OG0005866	1	1	0	3	1	0	0	0	0	6
OG0005867	0	1	0	3	1	1	0	0	0	6
OG0005868	0	1	1	1	1	1	0	0	1	6
OG0005869	0	1	0	1	1	2	0	1	0	6
OG0005870	0	1	0	1	1	1	1	0	1	6
OG0005871	0	1	0	1	1	1	1	1	0	6
OG0005872	0	0	1	2	1	1	0	1	0	6
OG0005873	0	0	1	1	0	2	1	1	0	6
OG0005874	0	0	1	1	1	1	0	1	1	6
OG0005875	0	0	2	3	1	0	0	0	0	6
OG0005876	0	0	1	1	1	1	0	1	1	6
OG0005877	0	0	1	1	1	1	1	1	0	6
OG0005878	0	0	1	1	0	1	0	3	0	6
OG0005879	0	0	1	5	0	0	0	0	0	6
OG0005880	0	0	3	0	0	0	1	1	1	6
OG0005881	0	0	1	3	1	1	0	0	0	6
OG0005882	0	0	1	3	1	0	0	1	0	6
OG0005883	0	0	6	0	0	0	0	0	0	6
OG0005884	0	0	1	0	1	1	1	1	1	6
OG0005885	0	0	1	1	1	1	0	1	1	6
OG0005886	0	0	1	1	1	1	1	1	0	6
OG0005887	0	0	1	4	0	0	0	1	0	6
OG0005888	0	0	1	2	1	0	1	1	0	6
OG0005889	0	0	1	1	1	1	1	1	0	6
OG0005890	0	0	1	1	1	1	0	1	1	6
OG0005891	0	0	2	0	1	0	0	0	3	6
OG0005892	0	0	5	0	0	0	0	1	0	6
OG0005893	0	0	1	0	1	1	1	1	1	6
OG0005894	0	0	2	0	0	0	0	2	2	6
OG0005895	0	0	1	3	1	0	0	1	0	6
OG0005896	0	0	1	0	1	1	1	1	1	6
OG0005897	0	0	1	2	1	1	0	1	0	6
OG0005898	0	0	1	1	1	1	0	1	1	6
OG0005899	0	0	1	1	1	1	1	1	0	6
OG0005900	0	0	1	0	1	1	1	1	1	6
OG0005901	0	0	1	3	1	1	0	0	0	6
OG0005902	0	0	1	1	0	1	1	1	1	6
OG0005903	0	0	1	2	2	1	0	0	0	6
OG0005904	0	0	1	1	1	1	1	1	0	6
OG0005905	0	0	1	2	0	0	0	3	0	6
OG0005906	0	0	2	2	1	1	0	0	0	6
OG0005907	0	0	1	1	1	1	0	1	1	6
OG0005908	0	0	1	1	1	1	0	1	1	6
OG0005909	0	0	0	2	3	1	0	0	0	6
OG0005910	0	0	0	1	0	3	1	0	1	6
OG0005911	0	0	0	2	1	2	0	1	0	6
OG0005912	0	0	0	4	1	1	0	0	0	6
OG0005913	0	0	0	4	1	1	0	0	0	6
OG0005914	0	0	0	6	0	0	0	0	0	6
OG0005915	0	0	0	1	1	3	0	0	1	6
OG0005916	0	0	0	3	2	1	0	0	0	6
OG0005917	0	0	0	5	1	0	0	0	0	6
OG0005918	0	0	0	5	1	0	0	0	0	6
OG0005919	0	0	0	3	0	3	0	0	0	6
OG0005920	0	0	0	6	0	0	0	0	0	6
OG0005921	0	0	0	2	0	4	0	0	0	6
OG0005922	0	0	0	3	2	1	0	0	0	6
OG0005923	0	0	0	2	3	1	0	0	0	6
OG0005924	0	0	0	1	1	1	1	1	1	6
OG0005925	0	0	0	3	1	2	0	0	0	6
OG0005926	0	0	0	5	1	0	0	0	0	6
OG0005927	0	0	0	3	1	1	0	0	1	6
OG0005928	0	0	0	4	0	2	0	0	0	6
OG0005929	0	0	0	5	1	0	0	0	0	6
OG0005930	0	0	0	4	1	1	0	0	0	6
OG0005931	0	0	0	4	1	1	0	0	0	6
OG0005932	0	0	0	2	3	1	0	0	0	6
OG0005933	0	0	0	5	1	0	0	0	0	6
OG0005934	0	0	0	3	1	2	0	0	0	6
OG0005935	0	0	0	3	2	1	0	0	0	6
OG0005936	0	0	0	2	2	2	0	0	0	6
OG0005937	0	0	0	1	1	4	0	0	0	6
OG0005938	0	0	0	5	1	0	0	0	0	6
OG0005939	0	0	0	2	1	1	1	0	1	6
OG0005940	0	0	0	4	1	1	0	0	0	6
OG0005941	0	0	0	3	2	1	0	0	0	6
OG0005942	0	0	0	5	0	0	0	0	1	6
OG0005943	0	0	0	2	1	1	0	1	1	6
OG0005944	0	0	0	5	1	0	0	0	0	6
OG0005945	0	0	0	4	1	1	0	0	0	6
OG0005946	0	0	0	4	1	1	0	0	0	6
OG0005947	0	0	0	4	1	1	0	0	0	6
OG0005948	0	0	0	4	1	1	0	0	0	6
OG0005949	0	0	0	1	1	4	0	0	0	6
OG0005950	0	0	0	1	1	1	0	1	2	6
OG0005951	0	0	0	5	0	1	0	0	0	6
OG0005952	0	0	0	4	1	1	0	0	0	6
OG0005953	0	0	0	1	1	1	0	3	0	6
OG0005954	0	0	0	1	1	4	0	0	0	6
OG0005955	0	0	0	1	3	2	0	0	0	6
OG0005956	0	0	0	5	0	0	1	0	0	6
OG0005957	0	0	0	1	1	1	1	1	1	6
OG0005958	0	0	0	4	1	1	0	0	0	6
OG0005959	0	0	0	2	1	1	1	0	1	6
OG0005960	0	0	0	3	1	2	0	0	0	6
OG0005961	0	0	0	2	2	1	0	1	0	6
OG0005962	0	0	0	1	3	2	0	0	0	6
OG0005963	0	0	0	1	3	2	0	0	0	6
OG0005964	0	0	0	4	1	1	0	0	0	6
OG0005965	0	0	0	1	4	1	0	0	0	6
OG0005966	0	0	0	5	1	0	0	0	0	6
OG0005967	0	0	0	3	2	1	0	0	0	6
OG0005968	0	0	0	0	6	0	0	0	0	6
OG0005969	0	0	0	0	1	5	0	0	0	6
OG0005970	0	0	0	0	6	0	0	0	0	6
OG0005971	0	0	0	0	5	1	0	0	0	6
OG0005972	0	0	0	0	3	3	0	0	0	6
OG0005973	0	0	0	0	3	3	0	0	0	6
OG0005974	0	0	0	0	1	0	0	0	5	6
OG0005975	0	0	0	0	0	0	0	5	1	6
OG0005976	2	2	1	0	0	0	0	0	0	5
OG0005977	3	2	0	0	0	0	0	0	0	5
OG0005978	1	1	0	1	1	1	0	0	0	5
OG0005979	1	1	0	1	1	1	0	0	0	5
OG0005980	2	2	0	1	0	0	0	0	0	5
OG0005981	1	1	0	3	0	0	0	0	0	5
OG0005982	1	1	0	1	1	1	0	0	0	5
OG0005983	1	1	0	1	1	1	0	0	0	5
OG0005984	1	1	1	0	0	0	1	0	1	5
OG0005985	1	1	0	1	1	1	0	0	0	5
OG0005986	1	1	0	2	0	0	0	1	0	5
OG0005987	1	1	0	2	1	0	0	0	0	5
OG0005988	1	1	0	1	1	1	0	0	0	5
OG0005989	1	1	0	1	1	1	0	0	0	5
OG0005990	1	1	0	1	1	1	0	0	0	5
OG0005991	1	1	0	1	1	1	0	0	0	5
OG0005992	1	1	0	1	1	1	0	0	0	5
OG0005993	1	1	0	1	1	1	0	0	0	5
OG0005994	1	1	0	1	1	0	0	1	0	5
OG0005995	1	1	0	1	1	1	0	0	0	5
OG0005996	1	1	0	1	1	1	0	0	0	5
OG0005997	1	1	1	0	0	0	1	1	0	5
OG0005998	1	1	0	1	1	1	0	0	0	5
OG0005999	1	1	0	1	1	1	0	0	0	5
OG0006000	1	1	0	3	0	0	0	0	0	5
OG0006001	1	1	0	3	0	0	0	0	0	5
OG0006002	1	1	0	1	1	1	0	0	0	5
OG0006003	1	1	0	1	1	1	0	0	0	5
OG0006004	1	1	0	1	1	1	0	0	0	5
OG0006005	1	1	0	1	1	1	0	0	0	5
OG0006006	1	1	0	1	1	1	0	0	0	5
OG0006007	1	1	0	1	1	1	0	0	0	5
OG0006008	1	1	0	1	1	1	0	0	0	5
OG0006009	1	1	0	1	1	1	0	0	0	5
OG0006010	2	2	0	1	0	0	0	0	0	5
OG0006011	1	1	0	1	1	1	0	0	0	5
OG0006012	1	1	0	1	1	1	0	0	0	5
OG0006013	1	1	0	1	1	1	0	0	0	5
OG0006014	1	1	0	1	1	1	0	0	0	5
OG0006015	1	1	1	0	0	0	1	1	0	5
OG0006016	1	1	0	1	1	1	0	0	0	5
OG0006017	1	1	0	2	1	0	0	0	0	5
OG0006018	1	1	0	2	0	1	0	0	0	5
OG0006019	1	1	0	1	1	1	0	0	0	5
OG0006020	1	1	0	2	1	0	0	0	0	5
OG0006021	1	1	0	1	1	1	0	0	0	5
OG0006022	1	1	0	1	1	1	0	0	0	5
OG0006023	1	1	0	1	1	1	0	0	0	5
OG0006024	1	1	0	1	1	1	0	0	0	5
OG0006025	1	1	0	2	1	0	0	0	0	5
OG0006026	1	1	1	2	0	0	0	0	0	5
OG0006027	1	1	0	1	1	1	0	0	0	5
OG0006028	1	1	0	1	1	1	0	0	0	5
OG0006029	1	1	0	1	1	1	0	0	0	5
OG0006030	1	1	0	1	1	1	0	0	0	5
OG0006031	2	2	0	1	0	0	0	0	0	5
OG0006032	1	1	0	1	1	1	0	0	0	5
OG0006033	2	2	0	1	0	0	0	0	0	5
OG0006034	2	2	0	1	0	0	0	0	0	5
OG0006035	1	1	0	1	1	1	0	0	0	5
OG0006036	1	1	0	1	0	0	1	0	1	5
OG0006037	1	1	0	1	1	1	0	0	0	5
OG0006038	1	1	0	1	1	1	0	0	0	5
OG0006039	1	1	0	1	1	1	0	0	0	5
OG0006040	1	1	0	1	1	1	0	0	0	5
OG0006041	1	1	0	2	1	0	0	0	0	5
OG0006042	1	1	0	1	1	1	0	0	0	5
OG0006043	1	1	0	1	1	0	0	0	1	5
OG0006044	1	1	0	1	1	1	0	0	0	5
OG0006045	1	1	1	1	0	0	0	0	1	5
OG0006046	1	1	0	1	1	1	0	0	0	5
OG0006047	1	1	0	1	1	1	0	0	0	5
OG0006048	1	1	0	1	1	1	0	0	0	5
OG0006049	1	1	0	1	0	1	0	1	0	5
OG0006050	1	1	0	1	1	1	0	0	0	5
OG0006051	1	1	0	1	1	1	0	0	0	5
OG0006052	1	1	0	1	1	1	0	0	0	5
OG0006053	1	1	0	1	0	1	0	0	1	5
OG0006054	1	1	0	1	1	1	0	0	0	5
OG0006055	1	1	0	2	1	0	0	0	0	5
OG0006056	1	1	0	1	1	1	0	0	0	5
OG0006057	1	1	0	1	1	1	0	0	0	5
OG0006058	1	1	0	1	1	1	0	0	0	5
OG0006059	1	1	0	2	1	0	0	0	0	5
OG0006060	1	1	0	1	1	1	0	0	0	5
OG0006061	1	1	0	1	1	1	0	0	0	5
OG0006062	1	1	0	1	1	1	0	0	0	5
OG0006063	1	1	0	1	1	1	0	0	0	5
OG0006064	1	1	0	1	1	1	0	0	0	5
OG0006065	1	1	0	3	0	0	0	0	0	5
OG0006066	1	1	0	1	1	1	0	0	0	5
OG0006067	1	1	0	0	2	1	0	0	0	5
OG0006068	1	1	0	1	1	1	0	0	0	5
OG0006069	2	2	0	1	0	0	0	0	0	5
OG0006070	1	1	0	1	1	1	0	0	0	5
OG0006071	1	1	0	1	1	1	0	0	0	5
OG0006072	1	1	0	2	1	0	0	0	0	5
OG0006073	1	1	0	3	0	0	0	0	0	5
OG0006074	1	2	0	2	0	0	0	0	0	5
OG0006075	1	1	0	1	1	1	0	0	0	5
OG0006076	1	1	0	1	1	1	0	0	0	5
OG0006077	1	1	0	1	1	0	0	1	0	5
OG0006078	1	1	1	1	1	0	0	0	0	5
OG0006079	1	1	0	1	1	0	0	0	1	5
OG0006080	1	1	0	1	1	1	0	0	0	5
OG0006081	1	1	0	0	0	0	1	1	1	5
OG0006082	1	1	0	1	1	1	0	0	0	5
OG0006083	1	1	0	1	1	1	0	0	0	5
OG0006084	1	1	0	1	1	1	0	0	0	5
OG0006085	1	1	1	1	0	1	0	0	0	5
OG0006086	1	1	0	1	1	1	0	0	0	5
OG0006087	1	2	0	1	1	0	0	0	0	5
OG0006088	1	1	0	1	1	1	0	0	0	5
OG0006089	1	1	0	1	1	1	0	0	0	5
OG0006090	1	1	0	2	1	0	0	0	0	5
OG0006091	2	2	0	1	0	0	0	0	0	5
OG0006092	1	1	0	1	1	1	0	0	0	5
OG0006093	1	1	0	1	1	1	0	0	0	5
OG0006094	1	1	0	1	1	1	0	0	0	5
OG0006095	2	2	0	0	1	0	0	0	0	5
OG0006096	1	1	0	1	1	1	0	0	0	5
OG0006097	2	2	0	1	0	0	0	0	0	5
OG0006098	2	2	0	0	0	0	0	1	0	5
OG0006099	2	2	0	0	1	0	0	0	0	5
OG0006100	1	1	0	1	1	1	0	0	0	5
OG0006101	1	1	0	1	1	1	0	0	0	5
OG0006102	1	1	0	1	1	0	0	0	1	5
OG0006103	1	1	0	1	1	1	0	0	0	5
OG0006104	1	1	0	1	1	1	0	0	0	5
OG0006105	1	1	0	1	1	1	0	0	0	5
OG0006106	1	1	0	1	1	1	0	0	0	5
OG0006107	1	1	0	1	1	1	0	0	0	5
OG0006108	1	1	0	1	1	1	0	0	0	5
OG0006109	1	1	0	1	1	1	0	0	0	5
OG0006110	1	1	0	1	1	1	0	0	0	5
OG0006111	1	1	0	1	1	1	0	0	0	5
OG0006112	1	1	0	2	0	1	0	0	0	5
OG0006113	1	1	0	1	1	1	0	0	0	5
OG0006114	1	1	0	1	1	1	0	0	0	5
OG0006115	1	1	0	1	1	1	0	0	0	5
OG0006116	1	1	0	1	1	1	0	0	0	5
OG0006117	1	1	0	1	1	1	0	0	0	5
OG0006118	1	1	0	1	1	1	0	0	0	5
OG0006119	1	1	0	1	1	1	0	0	0	5
OG0006120	1	1	0	3	0	0	0	0	0	5
OG0006121	1	1	1	0	1	1	0	0	0	5
OG0006122	1	1	0	1	1	1	0	0	0	5
OG0006123	1	1	0	1	1	1	0	0	0	5
OG0006124	1	1	0	1	0	2	0	0	0	5
OG0006125	1	1	0	0	1	1	1	0	0	5
OG0006126	1	1	0	1	1	1	0	0	0	5
OG0006127	1	1	0	1	1	1	0	0	0	5
OG0006128	1	1	0	1	1	1	0	0	0	5
OG0006129	1	1	0	1	1	1	0	0	0	5
OG0006130	1	1	0	1	1	1	0	0	0	5
OG0006131	1	1	0	1	1	1	0	0	0	5
OG0006132	1	1	0	1	1	1	0	0	0	5
OG0006133	1	1	0	0	1	1	0	1	0	5
OG0006134	1	1	0	1	1	1	0	0	0	5
OG0006135	1	1	0	1	1	1	0	0	0	5
OG0006136	2	2	0	1	0	0	0	0	0	5
OG0006137	1	1	0	1	1	1	0	0	0	5
OG0006138	1	1	0	1	1	1	0	0	0	5
OG0006139	1	1	0	1	1	1	0	0	0	5
OG0006140	1	1	0	2	1	0	0	0	0	5
OG0006141	1	1	0	1	1	1	0	0	0	5
OG0006142	1	1	0	1	1	1	0	0	0	5
OG0006143	1	1	0	1	1	1	0	0	0	5
OG0006144	1	1	0	1	1	1	0	0	0	5
OG0006145	1	1	0	2	1	0	0	0	0	5
OG0006146	1	1	0	0	1	1	1	0	0	5
OG0006147	1	1	1	0	1	1	0	0	0	5
OG0006148	1	1	0	2	1	0	0	0	0	5
OG0006149	1	1	0	1	1	1	0	0	0	5
OG0006150	1	1	0	1	1	1	0	0	0	5
OG0006151	1	1	0	1	1	1	0	0	0	5
OG0006152	2	2	0	0	1	0	0	0	0	5
OG0006153	1	1	0	1	1	1	0	0	0	5
OG0006154	2	1	0	1	1	0	0	0	0	5
OG0006155	1	1	2	0	0	1	0	0	0	5
OG0006156	1	1	2	0	0	1	0	0	0	5
OG0006157	1	1	1	1	1	0	0	0	0	5
OG0006158	1	1	0	1	1	1	0	0	0	5
OG0006159	1	1	0	1	1	1	0	0	0	5
OG0006160	1	1	0	1	1	1	0	0	0	5
OG0006161	1	1	0	1	1	1	0	0	0	5
OG0006162	1	1	1	1	0	0	0	1	0	5
OG0006163	1	1	0	1	1	1	0	0	0	5
OG0006164	1	1	0	1	1	1	0	0	0	5
OG0006165	2	2	0	0	1	0	0	0	0	5
OG0006166	2	2	0	0	1	0	0	0	0	5
OG0006167	2	2	0	0	1	0	0	0	0	5
OG0006168	1	1	0	1	1	1	0	0	0	5
OG0006169	1	1	0	1	1	1	0	0	0	5
OG0006170	1	1	0	1	1	1	0	0	0	5
OG0006171	1	1	0	1	1	1	0	0	0	5
OG0006172	1	1	0	1	1	1	0	0	0	5
OG0006173	1	1	0	1	0	1	1	0	0	5
OG0006174	1	1	0	1	2	0	0	0	0	5
OG0006175	1	1	0	1	1	1	0	0	0	5
OG0006176	1	1	0	1	1	1	0	0	0	5
OG0006177	1	1	0	1	1	1	0	0	0	5
OG0006178	1	1	0	1	1	1	0	0	0	5
OG0006179	1	1	0	1	1	1	0	0	0	5
OG0006180	1	1	0	2	1	0	0	0	0	5
OG0006181	1	1	0	1	1	1	0	0	0	5
OG0006182	1	1	0	1	1	1	0	0	0	5
OG0006183	1	1	0	1	1	1	0	0	0	5
OG0006184	1	1	0	1	1	1	0	0	0	5
OG0006185	1	1	0	1	1	1	0	0	0	5
OG0006186	1	1	0	1	1	0	0	1	0	5
OG0006187	1	1	0	1	1	1	0	0	0	5
OG0006188	1	1	0	1	1	1	0	0	0	5
OG0006189	1	1	0	1	1	1	0	0	0	5
OG0006190	1	1	0	1	1	1	0	0	0	5
OG0006191	1	1	0	1	1	1	0	0	0	5
OG0006192	1	1	0	1	1	1	0	0	0	5
OG0006193	1	1	0	1	1	1	0	0	0	5
OG0006194	1	0	0	3	0	0	0	1	0	5
OG0006195	1	1	0	1	1	1	0	0	0	5
OG0006196	1	1	0	2	1	0	0	0	0	5
OG0006197	1	1	0	0	2	1	0	0	0	5
OG0006198	1	1	0	1	1	1	0	0	0	5
OG0006199	1	1	0	1	1	1	0	0	0	5
OG0006200	1	1	0	1	1	1	0	0	0	5
OG0006201	1	1	0	2	1	0	0	0	0	5
OG0006202	2	2	0	0	0	1	0	0	0	5
OG0006203	1	1	0	1	1	1	0	0	0	5
OG0006204	1	1	0	1	1	1	0	0	0	5
OG0006205	1	1	0	1	1	1	0	0	0	5
OG0006206	1	1	0	1	1	1	0	0	0	5
OG0006207	1	0	0	2	1	1	0	0	0	5
OG0006208	1	1	0	0	1	1	0	1	0	5
OG0006209	1	1	0	1	1	1	0	0	0	5
OG0006210	1	1	0	1	1	1	0	0	0	5
OG0006211	1	1	0	1	1	1	0	0	0	5
OG0006212	1	1	0	1	1	1	0	0	0	5
OG0006213	1	1	0	1	1	1	0	0	0	5
OG0006214	1	1	1	0	0	0	0	1	1	5
OG0006215	1	1	0	1	1	1	0	0	0	5
OG0006216	1	1	0	1	1	1	0	0	0	5
OG0006217	1	1	0	1	1	1	0	0	0	5
OG0006218	1	1	0	1	1	1	0	0	0	5
OG0006219	1	1	1	0	0	0	1	0	1	5
OG0006220	1	1	0	1	1	1	0	0	0	5
OG0006221	1	1	0	2	1	0	0	0	0	5
OG0006222	4	1	0	0	0	0	0	0	0	5
OG0006223	1	1	0	3	0	0	0	0	0	5
OG0006224	1	1	1	1	0	0	1	0	0	5
OG0006225	1	1	0	3	0	0	0	0	0	5
OG0006226	1	1	0	2	1	0	0	0	0	5
OG0006227	1	1	0	0	1	1	0	1	0	5
OG0006228	2	1	0	2	0	0	0	0	0	5
OG0006229	1	1	0	1	2	0	0	0	0	5
OG0006230	1	1	0	1	1	1	0	0	0	5
OG0006231	1	1	0	1	1	1	0	0	0	5
OG0006232	1	0	0	4	0	0	0	0	0	5
OG0006233	2	1	0	1	0	1	0	0	0	5
OG0006234	1	1	0	1	1	1	0	0	0	5
OG0006235	1	1	0	2	0	0	0	0	1	5
OG0006236	1	1	0	1	1	1	0	0	0	5
OG0006237	1	1	0	1	1	1	0	0	0	5
OG0006238	1	1	0	1	0	0	0	0	2	5
OG0006239	1	1	0	1	1	1	0	0	0	5
OG0006240	2	2	0	0	1	0	0	0	0	5
OG0006241	1	1	0	1	1	1	0	0	0	5
OG0006242	1	1	0	3	0	0	0	0	0	5
OG0006243	1	1	0	0	3	0	0	0	0	5
OG0006244	1	1	0	1	1	1	0	0	0	5
OG0006245	1	1	3	0	0	0	0	0	0	5
OG0006246	2	1	0	1	1	0	0	0	0	5
OG0006247	1	1	1	1	0	1	0	0	0	5
OG0006248	1	1	3	0	0	0	0	0	0	5
OG0006249	2	0	0	2	1	0	0	0	0	5
OG0006250	1	1	0	3	0	0	0	0	0	5
OG0006251	1	1	0	3	0	0	0	0	0	5
OG0006252	1	1	0	1	1	1	0	0	0	5
OG0006253	1	1	1	0	1	0	1	0	0	5
OG0006254	1	1	0	1	2	0	0	0	0	5
OG0006255	1	1	0	1	1	1	0	0	0	5
OG0006256	1	1	0	1	1	1	0	0	0	5
OG0006257	1	1	0	1	1	1	0	0	0	5
OG0006258	1	1	0	1	1	1	0	0	0	5
OG0006259	1	1	0	1	1	1	0	0	0	5
OG0006260	1	1	0	1	1	1	0	0	0	5
OG0006261	1	1	0	1	1	1	0	0	0	5
OG0006262	1	1	0	1	1	1	0	0	0	5
OG0006263	1	1	1	1	1	0	0	0	0	5
OG0006264	1	1	0	1	1	1	0	0	0	5
OG0006265	1	1	0	1	1	1	0	0	0	5
OG0006266	1	1	0	1	1	1	0	0	0	5
OG0006267	1	1	0	0	1	1	0	0	1	5
OG0006268	1	1	0	1	1	1	0	0	0	5
OG0006269	1	1	0	1	1	1	0	0	0	5
OG0006270	1	1	0	1	1	1	0	0	0	5
OG0006271	1	1	0	1	1	1	0	0	0	5
OG0006272	1	1	0	1	1	0	0	1	0	5
OG0006273	1	1	0	1	1	1	0	0	0	5
OG0006274	1	1	0	1	1	1	0	0	0	5
OG0006275	1	1	0	1	1	1	0	0	0	5
OG0006276	1	1	0	1	1	1	0	0	0	5
OG0006277	1	1	0	1	1	1	0	0	0	5
OG0006278	1	1	0	1	1	1	0	0	0	5
OG0006279	1	1	0	1	1	1	0	0	0	5
OG0006280	1	1	0	1	1	1	0	0	0	5
OG0006281	1	1	0	1	1	1	0	0	0	5
OG0006282	1	1	0	1	1	1	0	0	0	5
OG0006283	1	1	0	1	0	1	1	0	0	5
OG0006284	1	1	0	1	1	1	0	0	0	5
OG0006285	1	1	0	1	1	1	0	0	0	5
OG0006286	1	1	0	1	1	1	0	0	0	5
OG0006287	1	1	0	2	1	0	0	0	0	5
OG0006288	1	1	0	1	1	0	0	1	0	5
OG0006289	1	1	1	0	1	1	0	0	0	5
OG0006290	1	1	0	3	0	0	0	0	0	5
OG0006291	1	1	0	1	1	1	0	0	0	5
OG0006292	1	1	0	1	1	1	0	0	0	5
OG0006293	1	1	0	1	1	1	0	0	0	5
OG0006294	1	1	0	1	1	1	0	0	0	5
OG0006295	1	1	0	1	1	1	0	0	0	5
OG0006296	1	1	0	1	1	1	0	0	0	5
OG0006297	1	1	0	1	1	1	0	0	0	5
OG0006298	1	1	0	1	1	1	0	0	0	5
OG0006299	1	1	0	1	1	1	0	0	0	5
OG0006300	1	1	0	1	1	1	0	0	0	5
OG0006301	1	1	0	0	1	1	0	0	1	5
OG0006302	1	1	0	1	1	1	0	0	0	5
OG0006303	1	1	0	1	1	1	0	0	0	5
OG0006304	1	1	0	2	1	0	0	0	0	5
OG0006305	1	1	0	1	1	0	0	1	0	5
OG0006306	1	2	0	2	0	0	0	0	0	5
OG0006307	1	1	0	1	1	1	0	0	0	5
OG0006308	1	1	1	1	1	0	0	0	0	5
OG0006309	1	1	0	2	1	0	0	0	0	5
OG0006310	1	1	1	1	0	0	0	1	0	5
OG0006311	1	1	0	1	2	0	0	0	0	5
OG0006312	1	1	0	0	2	1	0	0	0	5
OG0006313	1	1	0	1	1	1	0	0	0	5
OG0006314	1	1	0	1	1	1	0	0	0	5
OG0006315	1	1	0	1	1	1	0	0	0	5
OG0006316	1	1	0	0	1	1	0	0	1	5
OG0006317	1	1	0	1	1	1	0	0	0	5
OG0006318	1	1	0	1	1	1	0	0	0	5
OG0006319	1	1	0	1	1	1	0	0	0	5
OG0006320	1	1	0	1	1	1	0	0	0	5
OG0006321	1	1	0	1	1	1	0	0	0	5
OG0006322	1	1	0	1	1	1	0	0	0	5
OG0006323	1	1	0	1	1	1	0	0	0	5
OG0006324	1	1	0	1	1	1	0	0	0	5
OG0006325	1	1	0	1	1	0	0	1	0	5
OG0006326	1	1	0	1	1	1	0	0	0	5
OG0006327	1	1	2	0	0	0	1	0	0	5
OG0006328	1	1	0	1	1	1	0	0	0	5
OG0006329	1	1	0	1	1	1	0	0	0	5
OG0006330	1	1	0	1	1	1	0	0	0	5
OG0006331	1	1	0	1	1	1	0	0	0	5
OG0006332	1	1	0	1	1	1	0	0	0	5
OG0006333	1	1	0	1	1	1	0	0	0	5
OG0006334	1	1	0	1	1	1	0	0	0	5
OG0006335	1	1	0	1	1	1	0	0	0	5
OG0006336	1	1	0	1	1	1	0	0	0	5
OG0006337	1	1	0	1	1	1	0	0	0	5
OG0006338	1	1	0	1	1	1	0	0	0	5
OG0006339	1	1	0	1	1	1	0	0	0	5
OG0006340	1	1	0	1	1	1	0	0	0	5
OG0006341	2	2	0	1	0	0	0	0	0	5
OG0006342	2	2	0	1	0	0	0	0	0	5
OG0006343	1	1	0	1	0	1	0	0	1	5
OG0006344	1	1	0	1	1	1	0	0	0	5
OG0006345	1	1	0	1	1	1	0	0	0	5
OG0006346	1	1	0	2	0	0	0	1	0	5
OG0006347	1	1	0	0	1	1	0	1	0	5
OG0006348	1	1	0	1	1	1	0	0	0	5
OG0006349	1	1	0	1	0	1	0	0	1	5
OG0006350	1	0	0	1	1	1	1	0	0	5
OG0006351	1	1	0	1	1	1	0	0	0	5
OG0006352	1	2	0	1	1	0	0	0	0	5
OG0006353	1	1	0	0	3	0	0	0	0	5
OG0006354	2	2	0	1	0	0	0	0	0	5
OG0006355	1	1	0	2	1	0	0	0	0	5
OG0006356	1	1	0	3	0	0	0	0	0	5
OG0006357	1	1	0	1	1	1	0	0	0	5
OG0006358	1	1	0	1	1	1	0	0	0	5
OG0006359	1	1	0	1	1	1	0	0	0	5
OG0006360	1	1	0	1	1	1	0	0	0	5
OG0006361	1	1	0	1	1	1	0	0	0	5
OG0006362	1	1	0	1	1	1	0	0	0	5
OG0006363	1	1	0	1	1	1	0	0	0	5
OG0006364	1	1	0	1	1	1	0	0	0	5
OG0006365	1	1	0	1	1	0	0	1	0	5
OG0006366	1	1	0	1	1	1	0	0	0	5
OG0006367	1	1	0	1	1	1	0	0	0	5
OG0006368	1	1	0	1	1	1	0	0	0	5
OG0006369	1	1	0	1	1	1	0	0	0	5
OG0006370	1	1	0	2	0	1	0	0	0	5
OG0006371	1	1	0	1	1	1	0	0	0	5
OG0006372	1	1	0	1	1	1	0	0	0	5
OG0006373	1	1	0	1	1	1	0	0	0	5
OG0006374	1	1	0	1	1	1	0	0	0	5
OG0006375	1	0	0	2	1	1	0	0	0	5
